"","Methanobacteria","Methanococci","Methanomicrobia","Thermococci","Woesearchaeia","Nitrososphaeria","Acidobacteriia","Aminicenantia","Blastocatellia.Subgroup.4..","Holophagae","Subgroup17.","Subgroup17","Subgroup21.","Subgroup22.","Subgroup6.","Subgroup6","Thermoanaerobaculia","Acidimicrobiia","Actinobacteria","Coriobacteriia","Thermoleophilia","Chthonomonadetes","Fimbriimonadia","unculturedbacterium.","uncultured","Caldatribacteriia","Omnitrophicabacterium.OLB16.","metagenome","unculturedorganism.","unculturedsoil.bacterium.PBS.III.18.","Bacteroidia","Ignavibacteria","OC31","Rhodothermia","Caldisericia","Calditrichia","Chlamydiae","LD1PA32.","LD1PA32","Anaerolineae","Chloroflexia","Dehalococcoidia","GittGS.136.","JG30KF.CM66.","JG30KF.CM66","KD496.","KD496","Ktedonobacteria","OLB14","TK10","Cloacimonadia","Melainabacteria","Oxyphotobacteria","Sericytochromatia","Dadabacteriia","Deinococci","Babeliae","Elusimicrobia","LineageIIa.","LineageIIb.","LineageIIc.","Campylobacteria","Chitinivibrionia","Fibrobacteria","BRHc20a.","Bacilli","Clostridia","Erysipelotrichia","Negativicutes","Fusobacteriia","BD211.terrestrial.group.","Gemmatimonadetes","MD2902B12.","Hydrogenedentia","Kiritimatiellae","Latescibacteria","unculturedAcidobacterium.sp..","unculturedBacteroidetes.bacterium.","unculturedFibrobacteres.bacterium.","unculturedLatescibacteria.bacterium.","unculturedPelobacter.sp..","unculturedprokaryote.","unculturedproteobacterium.","unculturedsoil.bacterium.PBS.III.30.","unculturedsoil.bacterium.","Lentisphaeria","Oligosphaeria","Moduliflexia","Nitrospinia","Nitrospira","Omnitrophia","OmnitrophicaWOR_2.bacterium.RIFOXYA2_FULL_38_17.","mixedculture.isolate.koll11.","uncultureddeep.sea.bacterium.","unculturedplanctomycete.","ABY1","Berkelbacteria","Gracilibacteria","Microgenomatia","Parcubacteria","Saccharimonadia","WWE3","028H05P.BN.P5.","028H05P.BN.P5","BD711.","BD711","Brocadiae","OM190","Phycisphaerae","Pla3lineage.","Pla3lineage","Pla4lineage.","Pla4lineage","Planctomycetacia","vadinHA49","Alphaproteobacteria","Deltaproteobacteria","Gammaproteobacteria","NC10","Brachyspirae","Leptospirae","MVP15.","MVP15","Spirochaetia","V2072189E03.","Synergistia","Mollicutes","Thermotogae","Verrucomicrobiae","hydrothermalvent.metagenome.","bacteriumenrichment.culture.clone.Anammox_55."
"2014/2/4",0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,5,3,10,20,0,2,0,0,8,9,0,0,0,0,0,342,3,7,0,0,372,0,0,0,22,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,5,0,0,7,16,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,26,0,239,23,611,0,0,4,0,0,0,0,0,0,0,4,0,0
"2014/2/5",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,3,6,15,0,3,0,0,6,2,0,0,0,0,0,180,0,0,0,0,236,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,5,4,0,0,2,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,13,0,164,17,391,0,0,0,0,0,0,0,0,0,0,2,0,0
"2014/2/6",0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,11,0,11,20,0,6,0,0,14,10,0,0,0,0,0,352,0,3,0,0,382,0,0,0,24,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,8,2,2,0,2,13,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,27,0,255,30,579,0,0,2,0,0,0,0,0,2,0,0,0,0
"2014/2/7",0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,6,0,20,19,0,4,0,0,4,5,0,0,0,0,0,376,2,6,0,0,429,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,5,3,0,0,0,21,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,8,2,0,0,0,0,25,0,232,26,574,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/2/10",0,0,0,0,2,2,0,0,0,5,0,0,0,0,0,9,0,13,19,0,9,0,0,14,5,0,0,0,0,0,325,5,4,0,0,373,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,3,0,0,2,11,0,0,3,0,0,0,0,2,6,0,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,13,0,264,20,556,0,0,0,0,0,0,0,0,0,0,2,0,0
"2014/2/11",0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,8,0,6,24,0,4,0,0,2,5,0,0,0,0,0,314,5,3,0,0,319,0,0,0,34,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,24,0,227,27,502,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/2/12",0,2,0,0,0,6,0,0,0,4,0,0,0,0,0,7,0,7,21,0,0,0,0,4,2,0,0,0,0,0,334,0,0,0,0,336,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,4,3,8,0,3,14,0,0,2,0,0,0,0,2,8,0,0,0,2,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,20,0,223,31,603,0,0,0,0,0,0,0,0,0,0,5,0,0
"2014/2/13",0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,5,0,5,15,0,4,0,0,7,2,0,0,0,0,0,329,4,3,0,0,337,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,2,0,0,0,0,15,0,2,0,0,0,0,0,2,7,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,28,0,196,26,546,0,0,0,0,0,0,0,0,0,0,3,0,0
"2014/2/14",0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,0,0,12,0,0,0,0,0,0,333,0,4,2,0,335,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,3,0,0,0,0,25,0,192,29,510,0,0,2,0,0,0,0,0,0,0,0,0,0
"2014/2/17",0,0,0,0,7,9,0,0,0,2,0,0,0,0,0,12,0,5,20,0,6,0,0,10,2,0,0,0,0,0,390,3,2,0,0,387,0,0,0,25,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,3,0,0,0,0,2,5,0,0,0,15,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,32,0,247,36,521,0,0,0,0,0,0,0,0,0,0,0,0,0
