"","Methanobacteria","Methanococci","Methanomicrobia","Thermococci","Woesearchaeia","Nitrososphaeria","Acidobacteriia","Aminicenantia","Blastocatellia.Subgroup.4..","Holophagae","Subgroup17.","Subgroup17","Subgroup21.","Subgroup22.","Subgroup6.","Subgroup6","Thermoanaerobaculia","Acidimicrobiia","Actinobacteria","Coriobacteriia","Thermoleophilia","Chthonomonadetes","Fimbriimonadia","unculturedbacterium.","uncultured","Caldatribacteriia","Omnitrophicabacterium.OLB16.","metagenome","unculturedorganism.","unculturedsoil.bacterium.PBS.III.18.","Bacteroidia","Ignavibacteria","OC31","Rhodothermia","Caldisericia","Calditrichia","Chlamydiae","LD1PA32.","LD1PA32","Anaerolineae","Chloroflexia","Dehalococcoidia","GittGS.136.","JG30KF.CM66.","JG30KF.CM66","KD496.","KD496","Ktedonobacteria","OLB14","TK10","Cloacimonadia","Melainabacteria","Oxyphotobacteria","Sericytochromatia","Dadabacteriia","Deinococci","Babeliae","Elusimicrobia","LineageIIa.","LineageIIb.","LineageIIc.","Campylobacteria","Chitinivibrionia","Fibrobacteria","BRHc20a.","Bacilli","Clostridia","Erysipelotrichia","Negativicutes","Fusobacteriia","BD211.terrestrial.group.","Gemmatimonadetes","MD2902B12.","Hydrogenedentia","Kiritimatiellae","Latescibacteria","unculturedAcidobacterium.sp..","unculturedBacteroidetes.bacterium.","unculturedFibrobacteres.bacterium.","unculturedLatescibacteria.bacterium.","unculturedPelobacter.sp..","unculturedprokaryote.","unculturedproteobacterium.","unculturedsoil.bacterium.PBS.III.30.","unculturedsoil.bacterium.","Lentisphaeria","Oligosphaeria","Moduliflexia","Nitrospinia","Nitrospira","Omnitrophia","OmnitrophicaWOR_2.bacterium.RIFOXYA2_FULL_38_17.","mixedculture.isolate.koll11.","uncultureddeep.sea.bacterium.","unculturedplanctomycete.","ABY1","Berkelbacteria","Gracilibacteria","Microgenomatia","Parcubacteria","Saccharimonadia","WWE3","028H05P.BN.P5.","028H05P.BN.P5","BD711.","BD711","Brocadiae","OM190","Phycisphaerae","Pla3lineage.","Pla3lineage","Pla4lineage.","Pla4lineage","Planctomycetacia","vadinHA49","Alphaproteobacteria","Deltaproteobacteria","Gammaproteobacteria","NC10","Brachyspirae","Leptospirae","MVP15.","MVP15","Spirochaetia","V2072189E03.","Synergistia","Mollicutes","Thermotogae","Verrucomicrobiae","hydrothermalvent.metagenome.","bacteriumenrichment.culture.clone.Anammox_55."
"2013/12/18",0,0,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,2,3,0,0,0,0,2,2,0,0,0,0,0,134,0,0,0,0,162,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,5,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,78,16,158,0,0,0,0,0,0,0,0,0,0,0,2,0
"2013/12/19",0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,4,2,0,0,0,0,0,319,2,0,0,0,279,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,3,21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,21,0,147,39,369,0,0,0,0,0,0,0,0,0,0,3,0,0
"2013/12/20",0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,3,0,7,13,0,0,0,0,8,4,0,0,0,0,0,255,3,0,0,0,243,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,172,6,400,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013/12/23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,0,0,0,0,9,0,0,0,0,0,0,205,2,0,0,0,204,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,22,0,121,25,354,0,0,0,0,0,0,0,0,0,0,0,2,0
"2013/12/24",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,20,0,0,0,0,7,2,0,0,0,0,0,312,0,0,0,0,133,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,2,0,0,0,0,0,17,0,142,22,321,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013/12/27",0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,5,40,0,2,0,0,9,7,0,0,0,0,0,247,2,0,0,0,167,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,14,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,0,84,16,355,0,0,0,0,0,0,0,0,0,0,0,0,0
"2013/12/30",0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,23,0,0,3,0,4,0,0,0,0,0,0,0,0,0,366,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,4,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,17,19,119,0,0,0,0,0,0,0,0,0,0,9,0,0
"2013/12/31",0,0,0,0,0,0,5,0,12,2,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,492,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,9,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,25,24,177,0,0,4,0,0,0,0,0,0,0,3,0,0
"2014/1/2",2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,570,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19,0,31,2,149,0,0,5,0,0,0,0,0,0,0,3,0,0
"2014/1/3",0,0,0,0,0,0,5,0,12,2,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,7,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,34,18,169,0,0,2,0,0,0,0,0,0,0,12,0,0
"2014/1/6",2,0,0,0,0,0,7,0,6,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,11,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19,0,33,10,137,0,0,0,0,0,0,0,0,0,0,10,0,0
"2014/1/7",3,0,0,0,0,0,6,0,7,2,0,0,0,0,0,18,0,0,13,0,2,0,0,0,6,0,0,0,0,0,380,7,0,0,0,2,0,0,0,37,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,2,0,0,26,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,46,15,274,0,0,2,0,0,0,0,0,0,0,11,0,0
"2014/1/8",0,0,0,0,8,2,0,0,0,5,0,0,0,0,0,4,0,7,18,0,2,0,0,6,4,0,0,0,0,0,408,2,3,0,0,421,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,4,0,0,0,0,12,4,0,0,3,25,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,5,0,0,0,0,37,0,232,51,558,0,0,0,0,0,0,0,0,0,0,7,0,0
"2014/1/9",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,2,13,14,0,8,0,0,13,2,0,0,0,0,0,355,4,0,0,0,339,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,0,14,0,0,3,0,0,0,0,2,6,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,19,0,212,48,473,0,0,0,0,0,0,0,0,0,0,6,0,0
"2014/1/10",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,11,20,0,7,0,0,8,2,0,0,0,0,0,330,2,0,0,0,315,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,2,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,0,22,0,180,47,530,0,0,0,0,0,0,0,0,0,0,3,0,0
"2014/1/13",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,8,34,0,0,0,0,4,2,0,0,0,0,0,280,0,0,0,0,172,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,17,0,169,43,481,0,0,0,0,0,0,0,0,0,0,0,3,0
"2014/1/14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,7,0,0,0,0,0,0,227,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,5,0,0,0,0,0,20,0,139,32,340,0,0,0,0,0,0,0,0,0,0,0,0,0
"2014/1/15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,10,7,0,0,0,0,0,247,0,0,0,0,143,2,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,29,0,99,34,358,0,0,5,0,0,0,0,0,0,0,0,0,0
"2014/1/16",3,0,0,0,0,0,6,0,31,0,0,0,0,0,0,40,0,0,4,0,5,0,0,0,3,0,0,0,0,0,665,0,5,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,17,0,0,23,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,27,33,183,0,0,3,0,0,0,0,0,0,0,21,0,0
"2014/1/17",3,0,0,0,0,0,6,0,16,3,0,0,0,0,0,20,0,0,0,0,4,0,0,0,3,0,0,0,0,0,642,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,33,26,255,0,0,0,0,0,0,0,0,0,0,2,0,0
"2014/1/20",3,0,0,0,0,0,11,0,12,0,0,0,0,0,0,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,830,0,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,21,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,50,16,191,0,0,4,0,0,0,0,0,0,0,5,0,0
"2014/1/21",2,0,0,0,0,0,10,0,26,0,0,0,0,0,0,12,0,0,0,0,2,0,0,2,5,0,0,0,0,0,1175,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,0,30,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,36,0,74,46,265,0,0,3,0,0,0,0,0,0,0,21,0,0
"2014/1/22",6,0,0,0,0,0,19,0,18,4,0,0,0,0,0,13,0,0,27,0,5,0,0,0,11,0,0,0,0,0,1112,5,0,0,0,6,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,0,17,0,3,22,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,26,0,44,35,253,0,0,5,0,0,0,0,0,0,0,18,0,0
"2014/1/23",4,0,0,0,0,0,13,0,15,6,0,0,0,0,0,43,0,0,10,0,4,0,0,0,5,0,0,2,0,0,599,11,0,0,0,5,0,0,0,48,2,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,12,0,18,0,2,19,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,32,0,64,35,387,0,0,7,0,0,0,0,0,0,0,13,0,0
"2014/1/24",0,0,0,0,5,21,0,0,0,9,0,0,0,0,0,3,0,14,11,0,7,0,0,27,7,0,0,0,0,0,468,2,6,0,0,460,0,0,0,60,0,0,0,0,0,0,0,0,5,0,0,5,0,0,2,0,0,0,0,0,0,11,6,0,0,5,40,0,3,3,0,0,0,0,3,7,0,0,0,0,0,0,0,3,0,0,0,0,2,9,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,12,5,0,0,0,0,33,0,282,46,821,0,0,2,0,0,0,0,0,0,0,2,0,0
"2014/1/27",0,0,0,0,0,17,0,0,0,5,0,0,0,0,0,2,0,10,15,0,7,0,0,13,5,0,0,0,0,0,374,2,14,0,0,359,2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,7,0,0,3,27,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,33,0,238,54,714,0,0,3,0,0,0,0,0,0,0,0,0,0
"2014/1/28",0,0,0,0,4,27,0,0,0,4,0,0,0,0,0,4,0,3,17,0,6,0,0,13,6,0,0,0,0,0,385,12,9,0,0,371,0,0,0,30,0,0,0,0,0,0,0,0,7,0,0,2,0,0,3,0,0,0,0,0,0,18,6,0,0,3,28,0,0,0,2,0,0,0,0,9,0,0,0,4,0,0,0,4,0,0,0,0,0,13,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,57,0,263,49,687,0,0,6,0,0,0,0,0,0,0,0,0,0
"2014/1/29",0,0,0,0,2,24,0,0,0,6,0,0,0,0,0,5,3,8,12,0,3,0,0,15,7,0,0,0,0,0,413,3,7,0,0,378,0,0,0,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,7,2,0,6,11,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,0,0,0,0,2,9,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,32,0,236,25,659,0,0,0,0,0,0,0,0,0,0,2,0,0
"2014/1/30",0,0,0,0,0,23,0,0,0,6,0,0,0,0,2,7,0,6,8,0,7,0,0,13,6,0,0,0,0,0,396,5,8,0,0,449,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,6,0,0,5,15,2,0,0,0,0,0,0,5,7,0,0,0,2,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,38,0,302,41,758,0,0,2,0,0,0,0,0,0,0,4,0,0
