"","Methanobacteria","Methanococci","Methanomicrobia","Thermococci","Woesearchaeia","Nitrososphaeria","Acidobacteriia","Aminicenantia","Blastocatellia.Subgroup.4..","Holophagae","Subgroup17.","Subgroup17","Subgroup21.","Subgroup22.","Subgroup6.","Subgroup6","Thermoanaerobaculia","Acidimicrobiia","Actinobacteria","Coriobacteriia","Thermoleophilia","Chthonomonadetes","Fimbriimonadia","unculturedbacterium.","uncultured","Caldatribacteriia","Omnitrophicabacterium.OLB16.","metagenome","unculturedorganism.","unculturedsoil.bacterium.PBS.III.18.","Bacteroidia","Ignavibacteria","OC31","Rhodothermia","Caldisericia","Calditrichia","Chlamydiae","LD1PA32.","LD1PA32","Anaerolineae","Chloroflexia","Dehalococcoidia","GittGS.136.","JG30KF.CM66.","JG30KF.CM66","KD496.","KD496","Ktedonobacteria","OLB14","TK10","Cloacimonadia","Melainabacteria","Oxyphotobacteria","Sericytochromatia","Dadabacteriia","Deinococci","Babeliae","Elusimicrobia","LineageIIa.","LineageIIb.","LineageIIc.","Campylobacteria","Chitinivibrionia","Fibrobacteria","BRHc20a.","Bacilli","Clostridia","Erysipelotrichia","Negativicutes","Fusobacteriia","BD211.terrestrial.group.","Gemmatimonadetes","MD2902B12.","Hydrogenedentia","Kiritimatiellae","Latescibacteria","unculturedAcidobacterium.sp..","unculturedBacteroidetes.bacterium.","unculturedFibrobacteres.bacterium.","unculturedLatescibacteria.bacterium.","unculturedPelobacter.sp..","unculturedprokaryote.","unculturedproteobacterium.","unculturedsoil.bacterium.PBS.III.30.","unculturedsoil.bacterium.","Lentisphaeria","Oligosphaeria","Moduliflexia","Nitrospinia","Nitrospira","Omnitrophia","OmnitrophicaWOR_2.bacterium.RIFOXYA2_FULL_38_17.","mixedculture.isolate.koll11.","uncultureddeep.sea.bacterium.","unculturedplanctomycete.","ABY1","Berkelbacteria","Gracilibacteria","Microgenomatia","Parcubacteria","Saccharimonadia","WWE3","028H05P.BN.P5.","028H05P.BN.P5","BD711.","BD711","Brocadiae","OM190","Phycisphaerae","Pla3lineage.","Pla3lineage","Pla4lineage.","Pla4lineage","Planctomycetacia","vadinHA49","Alphaproteobacteria","Deltaproteobacteria","Gammaproteobacteria","NC10","Brachyspirae","Leptospirae","MVP15.","MVP15","Spirochaetia","V2072189E03.","Synergistia","Mollicutes","Thermotogae","Verrucomicrobiae","hydrothermalvent.metagenome.","bacteriumenrichment.culture.clone.Anammox_55."
"2014/6/17",0,0,0,0,55,0,13,0,0,106,0,0,0,0,2,7,54,256,497,2,126,0,0,95,121,0,0,3,5,0,4360,256,0,11,0,398,7,0,0,507,64,0,0,24,0,0,0,0,57,0,2,60,0,0,0,6,11,8,0,0,0,56,27,0,0,29,197,8,2,6,4,11,0,7,43,35,0,0,0,0,0,0,0,0,0,0,2,0,16,708,9,0,0,0,0,2,0,12,0,0,0,0,6,7,49,0,0,129,67,0,0,8,6,760,0,2487,1285,12962,0,3,130,0,0,3,0,6,0,0,199,29,0
"2014/6/18",4,0,0,0,66,0,18,0,0,158,0,0,0,0,0,6,51,290,479,5,199,0,8,132,178,0,0,7,0,0,4435,350,0,10,0,488,2,0,0,715,102,0,0,30,0,0,0,0,63,0,0,107,0,0,0,10,16,5,0,0,0,57,22,2,0,31,281,6,2,6,2,8,0,22,77,46,0,0,0,0,0,0,0,0,0,0,0,0,34,838,17,0,0,0,0,2,0,58,6,4,0,0,3,0,39,3,0,203,102,0,0,12,7,1302,0,2770,1432,13796,0,0,178,0,0,17,0,13,0,2,232,44,0
"2014/6/19",0,0,0,0,77,0,13,0,0,129,0,0,0,0,0,6,32,292,581,2,165,0,9,127,168,0,0,7,4,0,4314,346,0,15,0,461,8,0,0,758,101,0,0,29,0,0,0,0,71,0,0,105,0,0,3,11,21,3,0,0,0,47,18,6,0,38,224,5,7,7,8,12,0,12,62,60,0,0,0,0,0,0,0,0,0,0,2,0,29,971,18,0,2,0,0,0,0,31,0,0,4,2,2,5,35,0,0,158,100,2,0,13,10,1193,0,2849,1331,13245,0,0,162,0,0,9,0,14,0,0,235,65,0
"2014/6/20",0,0,0,0,51,0,6,0,0,119,0,0,0,0,0,0,24,258,433,3,150,0,4,77,113,0,0,3,2,0,3651,233,0,18,0,382,5,0,0,562,75,0,0,28,0,0,0,0,47,0,0,56,0,0,0,4,9,8,0,0,0,63,21,3,0,25,205,6,3,2,0,4,0,4,49,47,0,0,0,0,0,0,0,0,0,0,0,0,20,913,14,0,0,0,0,2,0,33,0,0,2,2,2,5,16,0,0,132,61,0,0,7,6,902,0,2252,1010,12651,0,0,146,0,0,10,0,10,0,0,176,48,0
"2014/6/23",2,0,0,0,60,0,14,0,0,206,0,0,0,0,0,0,41,235,426,2,145,0,3,73,133,0,0,7,10,0,4195,232,0,10,0,411,13,0,0,732,111,0,0,26,0,0,0,0,57,0,0,81,0,0,2,2,8,0,0,0,0,60,13,2,0,41,260,10,8,2,5,4,0,9,43,62,0,0,0,0,0,0,0,0,0,0,0,0,14,845,14,0,0,0,0,0,0,40,0,2,2,3,3,5,36,0,0,142,61,0,0,14,11,1229,4,2344,1223,13626,0,0,142,0,0,14,0,17,2,2,188,40,0
"2014/6/24",0,0,0,2,55,0,11,0,0,105,0,0,0,0,0,7,11,167,333,4,126,0,0,66,125,0,0,10,2,0,3078,230,0,6,0,339,4,0,0,564,84,0,0,14,0,0,0,0,44,0,0,113,0,0,0,4,3,3,0,0,0,73,23,3,0,32,216,10,8,2,7,6,0,2,50,36,0,0,0,0,0,0,0,0,0,0,0,0,20,624,16,0,0,0,0,2,0,61,0,0,3,0,5,3,21,0,0,130,64,0,0,10,8,752,0,1903,953,7815,0,0,124,0,0,8,0,4,2,0,196,19,0
"2014/6/25",0,0,0,0,86,0,10,0,0,272,0,0,0,0,3,8,35,312,402,9,102,0,13,103,193,0,0,3,17,0,6563,470,0,20,0,676,8,0,0,844,87,0,0,32,0,0,0,0,66,0,0,170,10,0,2,3,17,3,0,0,0,116,50,10,0,28,218,13,5,8,4,5,0,18,52,70,0,0,0,0,0,0,0,0,0,0,0,0,16,1197,20,0,0,0,0,5,0,62,2,0,5,2,3,0,42,0,0,258,97,0,0,18,7,949,0,2821,1841,15499,0,0,249,0,0,19,0,17,0,0,320,30,0
"2014/6/26",0,0,0,0,99,0,17,0,3,173,0,0,0,0,0,9,32,219,323,0,110,0,6,85,194,0,0,2,9,0,5985,392,0,15,0,543,15,0,0,748,88,0,0,33,0,0,0,0,31,0,0,168,0,0,3,11,17,0,0,0,0,147,40,12,0,45,238,7,6,9,0,10,0,4,42,84,0,0,0,2,0,0,0,0,0,0,0,0,20,1048,26,0,0,0,0,4,0,68,2,5,4,0,4,0,49,0,0,198,80,0,0,18,11,987,0,2292,1714,14304,0,0,240,0,0,22,0,7,0,0,367,23,0
"2014/6/27",0,0,0,0,51,0,14,0,0,116,0,0,0,0,0,3,17,152,285,3,96,0,2,72,198,0,0,9,4,0,4953,321,0,22,0,500,17,0,0,543,75,0,0,26,0,0,0,0,45,0,0,171,2,0,0,7,23,0,0,0,0,78,38,9,0,32,216,7,2,6,3,2,0,2,48,44,0,0,0,0,0,0,0,2,0,0,0,0,11,998,17,0,0,0,0,0,0,68,0,0,0,2,0,4,30,0,0,146,64,0,0,6,9,822,0,2094,1324,11649,0,0,173,0,0,9,0,7,0,0,271,17,0
"2014/6/30",0,0,0,0,58,0,5,0,0,42,0,0,0,0,0,0,12,158,224,3,72,0,3,49,118,0,0,3,5,0,3083,229,0,10,0,389,5,0,0,442,48,0,0,18,0,0,0,0,41,0,0,94,0,0,0,3,15,2,0,0,0,46,18,2,0,20,131,4,2,4,5,7,0,4,21,32,0,0,0,0,0,0,0,0,0,0,0,0,6,586,8,0,0,0,0,4,0,29,0,2,2,0,0,0,20,0,0,101,44,4,0,3,0,596,0,1406,928,7789,0,0,99,0,0,12,0,2,0,0,203,11,0
"2014/7/2",0,0,0,0,65,0,16,0,0,59,0,0,0,0,0,5,25,201,349,2,105,0,5,74,168,0,0,0,9,0,4213,283,0,19,0,461,21,0,0,662,70,0,0,32,0,2,0,0,81,0,0,163,8,0,0,4,26,2,0,0,0,52,34,2,0,28,257,16,7,4,4,7,0,13,43,63,0,0,0,0,0,0,0,0,0,0,3,0,14,771,20,0,0,0,0,0,0,39,2,6,0,0,2,0,35,0,0,159,72,0,0,5,4,826,0,2072,1412,11064,0,0,129,0,0,5,0,12,0,0,327,26,0
"2014/7/3",2,0,0,0,49,0,5,0,0,54,0,0,0,0,0,3,28,181,388,4,131,0,5,81,161,0,0,13,10,0,3734,248,0,15,0,388,18,0,0,673,99,0,0,14,0,0,0,0,52,0,0,146,0,6,5,6,41,0,0,0,0,68,24,4,0,47,244,8,20,10,4,8,0,8,38,84,0,0,0,0,0,0,0,0,0,0,5,0,17,745,23,0,0,0,0,4,0,33,3,0,3,0,2,5,30,0,0,170,68,0,0,10,7,916,0,1989,1400,10295,0,0,143,0,0,4,0,5,0,0,312,23,0
"2014/7/4",0,0,0,0,26,0,16,0,0,54,0,0,0,0,0,3,36,239,486,5,104,0,3,69,171,0,0,8,2,0,4013,282,0,13,0,335,24,0,0,553,78,0,0,34,0,0,0,0,54,0,0,127,0,2,3,5,72,0,0,0,0,77,26,0,0,40,225,9,5,2,8,12,0,8,32,75,0,0,0,0,0,0,0,0,0,0,10,0,9,779,27,0,0,0,0,2,0,31,0,2,2,0,0,0,22,0,0,146,57,0,0,6,4,735,0,2380,1451,10781,0,0,147,0,0,0,0,8,0,2,248,12,0
"2014/7/7",4,0,0,0,70,0,26,0,0,91,0,0,0,0,0,12,55,400,836,5,229,0,5,140,325,0,0,12,28,0,6274,541,0,25,0,729,41,0,0,1005,175,0,0,69,0,0,0,0,85,0,2,216,3,3,2,9,98,2,0,0,0,116,53,17,0,67,409,11,14,7,12,14,0,15,65,164,0,0,0,3,0,0,0,0,0,0,9,0,20,1235,38,0,0,0,0,0,0,66,0,0,8,0,7,2,58,0,0,332,149,0,0,9,3,1408,0,4118,2433,16759,0,0,328,0,0,12,0,13,2,0,545,41,0
"2014/7/8",0,0,0,0,48,0,12,0,0,77,0,0,0,0,0,11,33,306,689,4,130,0,2,98,238,0,0,6,14,0,5111,316,2,11,0,493,31,0,0,785,113,0,0,83,0,2,0,0,87,0,0,176,2,6,6,4,54,0,0,0,0,82,29,13,0,44,258,11,6,18,6,10,0,8,59,137,0,0,0,0,0,0,0,0,0,0,2,0,10,967,23,0,0,0,0,0,0,33,0,0,0,0,3,3,38,0,0,213,84,0,0,13,12,910,0,3005,1865,12367,0,0,265,0,0,4,0,12,0,0,313,14,0
"2014/7/9",5,0,0,0,49,2,13,0,0,79,0,0,0,0,0,5,56,271,674,0,113,0,8,100,129,0,0,8,12,0,5382,340,0,15,0,456,25,2,0,605,71,0,0,76,0,0,0,0,76,0,0,131,4,4,7,5,38,0,0,0,0,87,45,5,0,61,220,6,8,6,4,6,0,3,53,127,0,0,0,0,0,0,0,0,0,0,3,0,14,1164,32,0,0,0,0,0,0,48,0,8,8,0,3,3,40,0,0,189,62,0,0,8,3,807,0,2962,1974,14743,0,0,184,0,0,14,0,4,0,0,257,27,0
"2014/7/10",0,0,0,0,31,0,12,0,0,75,0,0,0,0,0,2,29,313,774,3,145,0,4,86,202,0,0,12,15,0,5915,345,0,17,0,537,34,0,0,831,109,0,0,55,0,2,0,0,79,0,0,143,0,8,6,5,88,0,0,0,0,86,36,9,0,61,312,12,6,3,10,9,0,6,53,129,0,0,0,2,0,0,0,0,0,0,0,0,15,1233,20,0,0,0,0,2,0,35,2,8,15,0,6,0,43,0,0,156,80,0,0,13,0,1081,0,3231,1931,15199,0,0,194,0,0,7,0,7,0,4,311,23,0
"2014/7/11",2,0,0,0,48,0,15,0,0,84,0,0,2,0,0,6,33,182,508,5,126,0,7,101,202,0,0,12,18,0,4927,360,0,19,0,526,25,3,0,590,60,0,0,50,0,3,0,0,58,0,0,205,5,10,2,1,125,0,0,0,0,112,37,7,0,48,191,8,4,5,7,10,0,5,51,86,0,0,0,0,0,0,0,2,0,0,2,0,27,873,20,0,0,0,0,0,0,95,0,5,0,0,0,0,42,0,0,160,72,0,0,10,1,772,0,2749,1847,11406,0,0,157,0,0,11,0,13,0,0,260,16,0
"2014/7/14",0,0,0,0,94,0,38,0,0,222,0,0,0,0,2,18,83,511,1346,8,304,0,22,213,420,0,0,15,44,0,12090,851,2,45,0,1191,65,0,0,1217,177,0,0,156,0,6,0,0,181,0,3,448,22,22,3,12,261,0,0,0,0,224,118,14,0,113,580,19,23,27,13,21,0,13,171,237,0,0,0,2,0,0,0,0,0,0,8,0,25,2285,34,0,4,0,0,6,0,207,3,16,21,0,8,11,94,0,0,386,168,5,0,28,14,2072,0,6769,4318,30730,0,0,316,0,0,20,0,21,0,3,618,70,0
"2014/7/15",2,0,0,0,137,0,39,0,0,288,0,0,2,0,0,37,86,592,1757,11,338,0,9,292,569,0,0,27,53,0,13267,961,0,54,0,1464,69,6,0,1401,228,0,0,156,0,0,2,0,174,0,0,562,25,38,9,9,283,5,0,0,0,315,125,0,0,159,870,42,38,32,15,22,0,27,257,327,0,0,0,2,0,0,0,4,0,0,2,0,39,2276,55,0,0,0,0,12,0,243,4,16,62,0,10,9,97,2,0,490,251,6,0,30,12,2595,0,8567,5419,37397,0,0,539,0,0,32,0,28,0,16,1013,101,0
"2014/7/16",0,0,0,0,88,0,34,0,2,186,0,0,0,0,2,7,59,345,1119,8,215,0,6,181,358,0,0,16,24,0,8614,581,2,31,0,1034,40,0,0,975,168,0,0,50,3,0,0,0,111,0,0,329,11,22,5,5,375,0,0,0,0,173,100,8,0,86,521,31,23,20,7,19,0,9,130,176,0,0,0,5,0,0,0,0,0,0,2,2,16,1399,31,0,0,0,0,8,0,137,0,0,46,0,8,8,47,0,0,243,118,0,0,11,11,1754,2,5366,3007,21712,0,0,321,0,2,26,0,19,0,4,617,63,0
"2014/7/17",0,0,0,0,85,4,11,0,0,180,0,0,2,0,0,8,29,271,810,8,175,0,10,95,223,0,0,7,16,0,5923,445,0,25,0,785,47,3,0,628,101,0,0,52,0,0,0,0,99,0,0,266,4,27,4,3,366,0,0,0,0,115,52,0,0,60,428,16,20,6,0,7,0,10,106,112,0,0,0,0,0,0,0,2,0,0,3,0,11,986,33,0,2,0,0,2,0,86,0,3,40,0,8,2,38,0,0,177,86,0,0,7,10,1171,0,4102,2317,16397,0,0,185,0,0,6,0,9,0,4,465,44,0
"2014/7/18",3,0,0,0,126,0,20,0,0,142,0,0,0,0,0,16,35,255,751,6,140,0,8,108,289,0,0,7,18,0,5310,395,0,25,0,818,26,10,0,793,111,0,0,35,0,0,0,0,106,0,0,239,10,16,4,7,500,2,0,0,0,107,78,3,0,86,366,13,6,4,9,2,0,14,67,138,0,0,0,2,0,0,0,0,0,0,0,0,17,804,34,0,2,0,0,2,0,100,2,2,12,2,2,4,46,2,0,207,74,0,0,13,8,993,0,3535,2112,14731,0,0,186,0,0,18,0,14,0,2,456,46,0
"2014/7/21",0,0,0,0,174,2,26,0,2,224,0,0,4,0,0,9,48,346,907,5,192,0,8,137,281,0,0,7,38,0,7738,531,0,26,0,953,46,3,0,1025,179,0,0,59,0,4,0,0,94,0,0,256,4,23,4,3,564,0,0,0,0,150,112,7,0,82,445,15,21,6,14,13,0,13,148,227,0,0,0,0,0,0,0,0,0,0,2,0,23,1402,33,0,0,0,0,11,2,98,4,12,24,0,7,7,41,0,0,307,121,0,0,13,5,1193,0,5054,2978,22437,0,0,282,0,2,19,0,18,2,6,489,75,0
"2014/7/22",0,0,0,0,181,0,30,0,2,315,0,0,0,0,0,7,71,369,719,12,154,0,18,138,305,0,2,13,21,0,9797,741,2,40,0,1141,96,4,0,918,111,0,0,38,0,2,0,0,115,0,0,230,17,9,13,3,1220,0,0,0,0,121,117,5,0,62,401,19,6,4,6,23,0,11,87,190,0,0,0,0,0,0,0,6,0,0,0,0,22,1419,38,0,2,0,0,7,0,54,2,5,34,0,4,4,27,0,0,259,107,2,0,10,5,1005,0,5059,3392,23737,0,0,426,0,0,20,0,9,0,0,404,50,0
"2014/7/23",0,0,0,0,159,0,13,0,0,243,0,0,0,0,0,9,32,290,567,11,154,0,6,135,339,0,0,9,23,0,8473,522,0,35,0,1103,78,12,0,946,151,0,0,38,0,0,0,0,100,0,0,259,4,7,4,6,1138,2,0,0,0,81,99,4,0,34,356,20,8,0,5,9,0,11,92,199,0,0,0,2,0,0,0,0,0,0,5,0,26,1265,33,0,2,0,2,2,0,56,0,3,12,0,8,5,28,0,0,256,127,0,0,9,7,1070,0,4310,2590,19171,0,0,368,0,0,19,0,12,2,0,449,71,0
"2014/7/24",7,0,0,0,193,0,16,0,2,267,0,0,0,0,0,7,25,359,644,0,166,0,4,165,397,0,0,15,25,0,9887,663,0,40,0,1364,109,0,0,1324,158,0,0,23,0,0,0,0,136,0,0,259,8,9,8,9,1391,2,0,0,0,107,149,8,0,59,401,16,6,12,10,10,0,13,112,196,0,0,0,2,0,0,0,2,0,0,5,0,21,1833,58,0,3,0,0,4,0,59,3,7,10,0,7,4,35,2,0,301,168,0,0,17,3,1251,3,5028,3055,22072,0,0,445,0,0,28,0,14,3,0,475,64,0
"2014/7/25",4,0,0,0,222,0,26,0,0,339,0,0,2,0,0,7,60,335,729,5,202,0,8,125,366,0,0,11,32,0,11576,710,0,34,0,1573,90,4,0,1237,175,0,0,50,0,0,0,0,139,0,0,237,5,13,6,12,2063,0,0,0,0,121,167,7,0,63,455,15,16,12,8,11,0,13,115,223,0,0,0,0,0,0,0,2,0,0,3,0,32,1923,71,0,3,0,2,12,0,52,0,2,19,0,7,2,49,0,0,270,154,0,0,25,6,1285,0,5398,3557,26092,0,0,452,0,0,24,0,9,0,2,498,67,0
"2014/7/28",2,0,0,0,203,0,21,0,0,328,0,0,0,0,0,15,61,325,659,2,181,0,13,172,367,0,0,21,30,0,11519,783,2,31,0,1466,89,2,0,1515,204,0,0,55,0,0,0,0,123,0,0,234,0,7,10,8,2218,6,0,0,0,116,176,6,0,61,489,21,23,20,18,16,0,18,136,306,0,0,0,2,0,0,0,3,0,0,6,0,20,1881,70,0,0,0,0,7,0,67,0,4,24,0,12,2,36,2,0,344,236,0,0,30,3,1328,0,5240,3451,25465,0,0,433,0,0,27,0,10,0,0,518,102,0
"2014/7/29",2,0,0,0,153,2,10,0,0,159,0,0,2,0,0,6,19,181,292,0,97,0,0,79,180,0,0,12,15,0,5594,371,0,22,0,723,39,0,0,748,65,0,0,13,2,0,0,0,67,0,0,209,2,13,0,4,1164,0,0,0,0,91,99,6,0,32,239,12,13,18,4,2,0,8,71,164,0,0,0,2,0,0,0,2,0,0,0,0,8,909,52,0,0,0,0,6,2,37,0,0,12,4,6,3,18,0,0,138,126,0,0,21,4,737,0,2550,1730,10336,0,0,205,0,0,14,0,7,0,0,304,36,0
"2014/7/30",2,0,0,0,140,0,28,0,0,238,0,0,0,0,0,11,32,321,486,7,148,0,9,116,224,0,0,13,19,0,7982,603,0,27,0,967,45,0,0,1184,159,0,0,43,0,2,0,0,87,0,0,262,5,20,4,7,1772,4,0,0,0,67,123,8,0,50,410,11,11,3,4,10,0,2,79,315,0,0,0,0,0,0,0,0,0,0,8,0,18,1661,63,0,0,0,0,5,0,44,2,4,8,0,7,2,51,0,0,295,156,3,0,18,6,1013,0,4023,2424,17331,0,0,351,0,2,20,0,19,2,3,460,34,0
