"","Methanobacteria","Methanococci","Methanomicrobia","Thermococci","Woesearchaeia","Nitrososphaeria","Acidobacteriia","Aminicenantia","Blastocatellia.Subgroup.4..","Holophagae","Subgroup17.","Subgroup17","Subgroup21.","Subgroup22.","Subgroup6.","Subgroup6","Thermoanaerobaculia","Acidimicrobiia","Actinobacteria","Coriobacteriia","Thermoleophilia","Chthonomonadetes","Fimbriimonadia","unculturedbacterium.","uncultured","Caldatribacteriia","Omnitrophicabacterium.OLB16.","metagenome","unculturedorganism.","unculturedsoil.bacterium.PBS.III.18.","Bacteroidia","Ignavibacteria","OC31","Rhodothermia","Caldisericia","Calditrichia","Chlamydiae","LD1PA32.","LD1PA32","Anaerolineae","Chloroflexia","Dehalococcoidia","GittGS.136.","JG30KF.CM66.","JG30KF.CM66","KD496.","KD496","Ktedonobacteria","OLB14","TK10","Cloacimonadia","Melainabacteria","Oxyphotobacteria","Sericytochromatia","Dadabacteriia","Deinococci","Babeliae","Elusimicrobia","LineageIIa.","LineageIIb.","LineageIIc.","Campylobacteria","Chitinivibrionia","Fibrobacteria","BRHc20a.","Bacilli","Clostridia","Erysipelotrichia","Negativicutes","Fusobacteriia","BD211.terrestrial.group.","Gemmatimonadetes","MD2902B12.","Hydrogenedentia","Kiritimatiellae","Latescibacteria","unculturedAcidobacterium.sp..","unculturedBacteroidetes.bacterium.","unculturedFibrobacteres.bacterium.","unculturedLatescibacteria.bacterium.","unculturedPelobacter.sp..","unculturedprokaryote.","unculturedproteobacterium.","unculturedsoil.bacterium.PBS.III.30.","unculturedsoil.bacterium.","Lentisphaeria","Oligosphaeria","Moduliflexia","Nitrospinia","Nitrospira","Omnitrophia","OmnitrophicaWOR_2.bacterium.RIFOXYA2_FULL_38_17.","mixedculture.isolate.koll11.","uncultureddeep.sea.bacterium.","unculturedplanctomycete.","ABY1","Berkelbacteria","Gracilibacteria","Microgenomatia","Parcubacteria","Saccharimonadia","WWE3","028H05P.BN.P5.","028H05P.BN.P5","BD711.","BD711","Brocadiae","OM190","Phycisphaerae","Pla3lineage.","Pla3lineage","Pla4lineage.","Pla4lineage","Planctomycetacia","vadinHA49","Alphaproteobacteria","Deltaproteobacteria","Gammaproteobacteria","NC10","Brachyspirae","Leptospirae","MVP15.","MVP15","Spirochaetia","V2072189E03.","Synergistia","Mollicutes","Thermotogae","Verrucomicrobiae","hydrothermalvent.metagenome.","bacteriumenrichment.culture.clone.Anammox_55."
"2014/8/15",0,0,2,0,484,19,30,0,3,119,0,0,2,0,2,21,109,491,838,11,367,0,13,110,274,0,0,16,35,0,11596,801,18,33,0,1451,52,32,0,2937,231,0,0,53,4,5,0,0,267,0,0,217,0,35,19,10,113,12,0,0,0,220,57,4,0,101,597,28,30,8,12,22,4,31,110,258,0,0,0,0,0,0,0,9,0,0,0,0,77,1975,125,0,0,2,5,7,0,105,2,7,29,10,23,9,49,6,0,297,186,40,0,20,4,1089,4,7750,2330,25325,0,0,546,0,0,47,0,31,0,11,513,24,0
"2014/8/18",2,0,0,0,395,0,38,0,0,181,0,0,0,0,0,28,58,501,918,15,490,0,10,155,341,0,0,23,51,0,14154,973,4,48,0,1245,91,0,0,1965,405,0,0,55,2,6,0,0,223,0,0,406,11,13,22,5,1609,15,0,0,0,180,100,5,0,63,590,30,17,18,22,26,0,13,111,828,0,0,0,5,0,0,0,9,0,0,5,0,34,2376,66,0,0,2,5,4,0,74,0,14,19,2,7,15,76,9,0,367,265,8,0,24,5,1510,0,5983,3541,23842,0,0,167,0,2,46,0,12,3,0,538,36,0
"2014/8/19",0,0,0,0,280,5,34,0,3,198,0,0,0,0,0,29,75,299,730,8,418,0,8,156,205,0,0,17,26,0,11418,808,2,28,0,1048,39,3,0,1533,356,0,0,41,2,2,0,0,259,0,0,270,10,21,18,5,1216,3,0,0,0,123,106,9,0,68,535,20,22,20,34,19,0,12,48,512,0,0,0,2,0,0,0,10,0,0,5,0,25,1850,58,0,0,0,2,5,0,53,2,2,5,0,9,8,77,9,0,279,203,18,0,25,1,1257,0,4947,2960,18626,0,0,182,0,0,44,0,6,2,4,393,28,0
"2014/8/20",3,0,0,0,235,7,37,0,0,168,0,0,0,0,0,14,53,205,579,6,292,0,6,92,121,0,0,11,17,0,8730,629,3,41,0,871,55,0,0,1078,206,0,0,29,0,2,0,0,224,0,0,242,6,21,8,3,1085,5,0,0,0,99,71,0,0,39,352,15,6,8,20,15,0,4,43,313,0,0,0,0,0,0,0,11,0,0,0,0,17,1467,27,0,0,3,0,4,0,22,0,2,2,2,3,2,62,4,0,220,154,4,0,10,4,1031,0,3635,2316,14883,0,0,171,0,2,19,0,8,0,0,275,18,0
"2014/8/21",0,0,0,0,151,2,25,0,0,160,0,0,0,0,0,17,35,197,487,0,277,0,0,78,115,0,0,9,17,0,6325,633,5,25,0,658,36,0,0,982,153,0,0,26,0,2,0,0,158,0,0,180,2,22,5,7,887,2,0,0,0,94,60,4,0,35,354,14,6,6,6,23,0,9,26,245,0,0,0,0,0,0,0,0,0,0,5,0,26,1049,38,0,0,0,2,0,0,26,0,4,11,4,5,2,71,13,0,168,130,9,0,19,2,718,0,3215,1930,12058,0,0,206,0,0,34,0,4,3,4,220,24,0
"2014/8/22",7,2,0,2,220,3,20,0,0,202,0,0,0,0,2,18,62,280,639,6,405,0,2,121,196,0,0,9,28,0,7759,654,3,29,0,894,47,2,0,1456,257,0,0,36,0,5,0,0,218,0,0,220,9,31,11,4,661,3,0,0,0,98,50,9,0,52,388,23,10,13,25,32,0,15,46,381,0,0,0,0,0,0,0,11,0,0,4,0,25,1461,53,0,0,2,2,0,0,31,5,9,4,0,7,6,90,11,0,268,175,11,0,22,8,1179,3,4277,2590,17264,0,0,277,0,5,38,0,10,0,0,297,35,0
"2014/8/25",2,0,0,0,289,4,24,0,0,249,0,0,0,0,0,18,89,340,857,15,356,0,10,117,161,0,0,20,26,0,9481,781,0,24,0,903,67,2,0,1558,238,0,0,38,0,11,0,0,255,0,0,196,3,28,15,12,807,2,0,0,0,94,61,6,0,61,459,22,9,10,25,23,0,13,52,345,0,0,0,0,0,0,0,6,0,0,2,0,31,1315,54,0,4,7,2,7,0,53,3,2,14,0,8,3,93,10,0,238,208,11,0,24,2,1396,0,4774,2845,19289,0,0,376,0,0,47,0,7,5,2,374,52,0
"2014/8/26",2,2,0,0,223,6,34,0,4,230,0,0,0,0,0,20,79,259,499,12,261,0,6,122,229,0,0,22,16,0,7897,838,4,30,0,1005,49,9,0,1683,301,0,0,32,2,2,0,0,292,0,0,282,8,25,20,5,613,0,0,0,0,61,61,4,0,58,503,25,15,8,16,21,2,24,79,321,0,0,0,0,0,0,0,6,0,0,4,0,42,1412,40,0,2,3,2,5,0,49,4,8,3,0,7,3,63,6,0,264,143,9,0,63,0,1455,0,4642,2363,18341,0,0,356,0,2,47,0,6,2,0,384,58,0
"2014/8/27",4,8,0,0,216,12,53,0,0,289,0,0,0,0,0,28,111,435,731,13,472,0,6,161,251,0,0,22,24,0,11029,1140,11,56,0,1452,113,18,0,2582,458,0,0,45,0,6,0,0,418,0,0,404,7,30,27,12,817,3,0,0,0,131,110,0,0,108,735,36,16,19,38,51,0,25,113,436,0,0,0,2,0,0,0,14,0,0,8,0,63,1960,83,0,0,3,6,0,0,39,4,4,9,2,5,5,57,5,0,331,275,41,0,58,3,2053,0,7039,3537,24682,0,0,425,0,4,62,0,27,0,5,572,60,0
"2014/8/28",3,0,0,0,233,24,30,2,0,224,0,0,0,0,0,17,69,309,638,5,348,0,0,131,177,0,0,9,15,0,10603,884,10,29,0,1284,101,8,0,1971,346,0,0,18,2,3,0,0,432,0,0,229,18,19,28,11,802,0,0,0,0,121,69,0,0,56,618,26,12,11,20,20,0,30,87,305,0,0,0,0,0,0,0,5,0,0,5,0,38,1860,55,0,0,2,2,2,0,39,7,15,7,0,0,3,47,3,3,234,206,17,0,55,0,1624,0,5338,2482,25345,0,0,256,0,0,44,0,34,1,4,380,52,0
"2014/8/29",4,5,2,0,178,14,29,2,0,175,0,0,0,0,0,11,48,223,457,8,210,0,0,102,169,0,0,8,21,0,8927,711,10,31,0,1010,59,11,0,1706,316,0,0,24,0,0,0,0,291,0,0,227,9,14,14,11,528,0,0,0,0,61,42,7,0,87,420,15,19,15,13,24,0,16,70,275,0,0,0,0,0,0,0,2,0,0,0,0,28,1374,49,0,0,7,2,0,0,21,6,9,4,2,3,3,44,2,0,195,191,25,0,29,6,1397,0,4450,2180,22363,0,0,225,0,0,36,0,22,2,3,313,41,0
"2014/9/1",0,3,0,0,168,21,16,0,2,114,0,0,0,0,0,6,34,132,224,2,115,0,0,46,88,0,0,11,5,0,4454,411,6,22,0,602,47,13,0,882,109,0,0,3,0,4,0,0,130,0,0,182,17,25,8,3,197,0,0,0,0,98,22,5,0,41,263,8,7,10,8,13,0,14,44,135,0,0,0,0,0,0,0,0,0,0,2,0,22,770,29,0,0,3,2,2,0,36,7,14,0,3,4,2,21,3,0,116,105,13,0,19,3,720,0,2406,1202,9149,0,0,80,0,0,26,0,11,2,2,188,26,0
"2014/9/2",0,2,0,3,238,19,26,0,5,164,0,0,0,0,2,21,89,299,420,10,197,0,6,125,191,0,0,12,32,0,8191,818,10,33,0,1049,88,16,0,1591,205,0,0,17,2,3,0,0,204,0,2,254,13,30,22,11,302,0,0,0,0,107,40,16,0,65,501,26,28,18,18,34,0,18,97,251,0,0,0,0,0,0,0,7,0,0,3,0,30,1456,64,0,2,2,5,2,0,49,7,6,12,4,4,4,51,9,0,230,170,45,0,14,1,1274,3,4565,2241,18880,0,0,230,0,3,44,0,35,6,8,410,43,0
"2014/9/3",2,4,0,0,285,28,18,0,3,182,0,0,0,0,0,20,81,268,341,4,151,0,2,177,183,0,2,28,28,0,6982,582,13,43,0,953,77,20,0,1457,225,0,0,25,0,2,0,0,144,0,0,312,4,38,8,10,263,0,0,0,0,94,54,8,0,169,427,7,15,15,11,25,0,21,91,268,0,0,0,0,0,0,0,11,0,0,5,0,38,1088,62,0,0,4,2,0,0,65,6,2,3,0,0,0,72,9,0,238,188,28,0,7,2,1346,2,3934,1927,18680,0,0,216,0,4,54,0,37,2,5,378,38,0
"2014/9/4",0,0,0,0,154,9,14,0,3,97,0,0,0,0,0,13,47,113,211,3,117,0,0,76,133,0,0,8,16,0,3907,363,5,16,0,551,38,12,0,731,105,0,0,8,0,5,0,0,130,0,0,154,6,27,11,2,160,5,0,0,0,47,28,4,0,26,240,17,17,6,4,15,0,4,67,141,0,0,0,0,0,0,0,2,0,0,0,2,15,640,29,0,0,0,2,2,0,39,11,2,2,0,0,2,13,6,0,93,90,27,0,2,0,802,0,2054,1005,9153,0,0,120,0,0,51,0,13,3,8,218,18,0
"2014/9/5",0,2,0,0,192,12,21,0,0,144,0,0,0,0,0,17,63,193,345,2,160,0,4,114,153,0,0,7,31,0,6069,568,14,23,0,905,67,23,0,1199,169,0,0,19,0,0,0,0,193,0,0,305,20,27,18,6,186,6,0,0,0,93,29,18,0,41,387,19,18,13,25,27,0,7,106,207,0,0,0,0,0,0,0,3,0,0,2,0,28,951,52,0,0,0,0,2,0,39,3,2,11,0,0,3,47,6,0,160,145,25,0,10,5,1206,2,3397,1689,14408,0,0,187,0,0,43,0,34,0,16,360,35,0
"2014/9/8",4,4,0,2,177,16,18,0,0,112,0,0,0,0,0,10,34,201,283,0,115,0,0,80,101,0,0,14,8,0,4742,405,3,24,0,600,32,11,0,1064,145,2,0,14,0,0,0,0,139,2,0,214,5,11,5,7,163,0,0,0,0,54,26,4,0,29,261,16,10,19,15,10,0,13,43,170,0,0,0,0,0,0,0,9,0,0,3,0,14,958,40,0,2,0,2,4,0,35,6,3,10,6,7,4,41,10,0,120,116,29,0,13,0,778,0,2693,1184,12668,0,0,137,0,0,43,0,20,4,18,243,38,0
"2014/9/10",0,0,0,0,205,18,22,0,0,122,0,0,0,0,2,14,52,231,361,5,159,0,0,89,86,0,0,12,13,0,4846,373,9,15,0,595,30,47,0,1401,158,0,0,9,0,2,0,0,100,0,2,199,17,29,10,8,90,3,0,0,0,66,28,3,0,41,277,17,13,9,13,16,0,12,48,150,0,0,0,0,0,0,0,8,0,0,0,0,20,846,42,0,0,2,0,0,0,55,7,0,11,0,0,0,43,7,0,206,119,39,0,6,0,925,0,3066,1450,15740,0,0,188,0,0,78,0,29,2,5,302,32,0
"2014/9/11",2,0,0,0,144,12,16,0,0,85,0,0,0,0,2,9,46,177,306,5,108,0,2,49,78,0,0,15,10,0,4562,270,7,16,0,464,23,41,0,768,99,0,0,19,2,0,0,0,80,0,0,119,2,12,6,4,75,0,0,0,0,33,23,5,0,21,183,6,12,5,7,7,0,3,42,101,0,0,0,0,0,0,0,4,0,0,0,0,11,687,35,0,0,0,0,2,0,34,0,0,0,0,2,0,31,4,0,143,111,33,0,5,0,763,0,2172,1006,13954,0,0,109,0,0,34,0,18,0,6,190,16,0
"2014/9/12",5,5,0,0,243,21,21,0,3,112,0,0,0,0,0,4,52,221,326,5,151,0,0,97,127,0,0,15,20,0,6443,452,4,30,0,636,34,78,0,1514,194,0,0,20,0,0,0,0,147,0,0,193,11,27,15,5,142,2,0,0,0,58,47,7,0,35,327,16,18,2,13,9,0,10,48,156,0,0,0,0,0,0,0,4,0,0,3,0,28,1067,72,0,0,2,3,2,0,56,8,12,8,0,2,3,38,11,0,191,150,35,0,4,0,1350,2,3597,1575,18663,0,0,158,0,0,71,2,22,5,13,315,32,0
"2014/9/15",0,0,0,0,223,22,20,0,0,149,0,0,0,0,0,2,37,214,282,4,151,0,0,53,104,0,0,12,23,0,5937,365,3,15,0,557,46,64,0,1390,158,0,0,16,0,0,0,0,127,0,4,169,3,15,7,3,144,4,0,0,0,63,30,5,0,38,325,12,7,11,13,5,0,11,63,106,0,0,0,0,0,0,0,7,0,0,0,0,17,1104,57,0,0,0,2,0,0,40,3,18,12,5,2,2,37,6,0,162,118,32,0,7,2,870,0,3424,1446,17651,0,0,169,0,3,52,0,16,4,15,293,23,0
"2014/9/16",12,3,0,0,257,24,16,0,0,169,0,0,0,0,0,9,50,213,326,5,163,0,0,113,102,0,0,10,18,0,7554,477,7,14,0,731,29,96,0,1524,189,0,0,10,0,0,0,0,217,3,4,163,7,46,12,4,156,2,0,0,0,71,42,6,0,41,375,10,18,17,8,12,0,16,41,98,0,0,0,3,0,0,0,7,0,0,2,0,28,1643,69,0,0,0,0,2,0,70,4,91,10,0,7,5,47,1,0,166,136,31,0,5,0,1232,0,3916,1770,24124,0,0,182,0,0,51,0,30,5,13,283,32,0
"2014/9/17",28,0,0,0,214,27,10,3,0,167,0,0,2,0,0,0,58,207,284,5,129,0,2,89,90,0,0,16,8,0,6390,337,5,7,0,571,35,64,0,1468,132,0,0,16,0,0,0,0,141,0,2,176,4,66,10,4,123,0,0,0,0,81,38,4,0,54,308,10,10,18,10,13,0,9,39,97,0,0,0,0,0,0,0,9,0,0,0,0,19,1021,67,0,0,2,0,0,0,59,6,95,9,4,2,4,41,4,2,154,86,42,0,2,0,1180,0,3156,1495,19899,0,0,169,0,0,39,0,25,2,19,285,22,0
"2014/9/18",3,0,0,0,298,31,10,4,3,156,0,0,0,0,0,4,43,165,260,0,139,0,3,88,140,0,0,19,19,0,6619,466,5,25,0,715,32,88,0,1612,124,0,0,20,0,0,0,0,134,0,4,245,14,58,8,3,177,0,0,0,0,106,63,3,0,30,329,14,7,17,10,14,2,19,46,88,0,0,0,0,0,0,0,9,0,0,2,0,22,1151,93,0,2,0,2,0,0,91,10,183,18,0,4,0,38,5,0,141,130,43,0,8,0,1063,2,3534,1639,16615,0,0,173,0,0,61,5,36,0,16,364,25,0
"2014/9/19",6,3,0,0,365,35,21,2,0,257,0,0,0,0,0,9,78,256,379,11,215,0,0,179,200,0,0,16,40,0,9558,602,15,33,0,1041,48,121,2,2488,205,0,0,17,0,3,0,0,220,0,0,314,12,90,12,11,198,0,0,0,0,121,62,0,0,57,484,14,14,12,12,15,0,25,80,83,0,0,0,8,0,0,0,9,0,0,0,0,24,2056,110,0,0,4,0,0,0,113,6,369,13,9,3,3,72,23,3,201,119,64,0,24,11,1474,0,5340,2435,27961,0,0,258,0,2,76,0,40,3,16,499,53,0
"2014/9/22",2,3,0,0,313,24,18,0,0,203,0,0,2,0,0,10,57,143,258,6,128,0,3,121,128,0,0,17,20,0,7793,397,9,20,0,745,43,89,0,1549,152,0,0,17,3,3,0,0,106,0,2,313,13,65,12,5,118,2,0,0,0,91,59,3,0,59,338,10,24,15,15,10,0,14,35,79,0,0,0,2,0,0,0,7,0,0,5,0,38,1391,77,0,0,2,0,4,0,79,6,202,11,3,0,0,46,7,0,182,154,42,0,11,0,1169,0,3681,1766,23294,0,0,226,0,0,55,2,23,0,5,304,30,0
"2014/9/23",0,0,0,0,424,20,28,0,0,261,0,0,0,0,0,9,78,202,414,6,175,0,0,120,169,0,0,20,27,0,8584,493,8,26,0,959,40,83,0,1958,169,0,0,16,0,0,0,0,147,0,0,336,17,84,21,0,99,3,0,0,0,142,54,7,0,60,501,18,14,26,13,14,0,20,54,61,0,0,0,0,0,0,0,8,0,0,0,0,16,1523,91,0,0,3,0,2,0,125,11,124,8,8,0,2,70,13,0,206,171,59,0,22,0,1269,2,5085,2184,24751,0,0,265,0,0,121,0,56,2,14,416,35,0
"2014/9/24",4,0,2,0,463,14,17,0,0,194,0,0,0,0,0,9,72,185,382,6,141,0,0,104,127,0,0,14,16,0,7448,385,7,20,0,863,38,58,2,1537,120,0,0,14,0,0,0,0,129,0,0,336,9,51,9,5,81,5,0,0,0,122,57,4,0,55,445,16,21,19,5,6,0,16,62,43,0,0,0,0,0,0,0,5,0,0,0,0,10,1184,74,0,0,4,4,0,0,98,6,186,6,7,3,0,64,10,0,140,109,51,0,11,0,1017,0,4736,1951,21752,0,0,255,0,0,67,0,38,7,14,358,18,0
"2014/9/25",0,0,2,0,335,8,13,0,2,131,0,0,3,0,0,4,54,139,234,3,111,0,5,66,78,0,0,12,24,0,4459,244,5,16,0,565,27,70,0,1087,83,0,0,15,0,0,0,0,90,0,2,224,5,34,4,4,67,2,0,0,0,61,47,0,0,36,270,18,4,12,6,9,2,14,38,38,0,0,0,0,0,0,0,11,0,0,0,0,7,676,49,0,0,2,2,0,0,74,8,86,2,2,4,0,39,6,0,103,77,40,0,15,0,563,0,2971,1322,14884,0,0,190,0,0,51,0,15,0,4,210,19,0
"2014/9/26",0,5,0,0,431,20,22,0,0,174,0,0,0,0,0,5,58,221,292,2,141,0,5,111,107,0,0,18,13,0,5420,301,4,17,0,568,46,81,0,1510,118,0,0,11,3,0,0,0,96,0,0,236,4,37,12,3,62,2,0,0,0,93,63,2,0,48,313,8,5,14,11,8,0,16,67,45,0,0,0,0,0,0,0,10,0,0,0,2,15,1063,58,0,0,5,0,0,0,108,5,171,8,5,0,0,41,12,2,163,112,39,0,25,0,762,0,3505,1515,17456,0,0,189,0,4,97,2,36,3,23,247,28,0
"2014/9/29",3,0,0,0,439,20,19,0,0,214,0,0,2,0,0,3,82,289,427,0,158,0,0,105,134,0,0,9,12,0,7555,325,8,16,0,717,22,74,0,1527,112,0,0,28,0,0,0,0,103,0,0,264,7,35,11,0,47,6,0,0,0,95,69,0,0,48,392,17,4,7,5,7,2,23,33,46,0,0,0,2,0,0,0,10,0,0,0,4,13,1020,79,0,0,5,0,3,0,89,0,55,8,0,0,0,45,9,0,140,129,53,0,14,5,970,0,4575,2105,23416,0,0,202,0,0,86,6,46,4,11,298,23,0
