"","Thermoprotei","Iainarchaeia","Micrarchaeia","Methanobacteria","Methanomicrobia","Thermococci","Thermoplasmata","Woesearchaeia","uncultured","Nitrososphaeria","Acetothermiia","Acidobacteriia","Aminicenantia","Blastocatellia.Subgroup.4..","Blastocatellia.Subgroup.4.","Holophagae","Subgroup11.","Subgroup11","Subgroup17.","Subgroup17","Subgroup22.","Subgroup22","Subgroup6.","Subgroup6","Thermoanaerobaculia","c5LKS83","Acidimicrobiia","Actinobacteria","Coriobacteriia","KISTJJY010.","MBA2.108.","MBA2.108","Thermoleophilia","WCHB181.","unculturedanaerobic.bacterium.","unculturedbacterium.","Aquificae","Armatimonadia","Chthonomonadetes","Fimbriimonadia","Caldatribacteriia","JS1","Omnitrophicabacterium.OLB16.","metagenome","unculturedsoil.bacterium.PRR.11.","Bacteroidia","Ignavibacteria","OC31","Rhodothermia","Caldisericia","Calditrichia","Chlamydiae","LD1PA32.","Anaerolineae","Chloroflexia","Dehalococcoidia","JG30KF.CM66.","JG30KF.CM66","KD496.","KD496","Ktedonobacteria","OLB14","TK10","Cloacimonadia","Coprothermobacteria","Melainabacteria","Oxyphotobacteria","Sericytochromatia","Dadabacteriia","Deferribacteres","Deinococci","Babeliae","Elusimicrobia","Endomicrobia","LineageIIa.","LineageIIa","LineageIIb.","LineageIIb","LineageIIc.","LineageIIc","Campylobacteria","Chitinivibrionia","Fibrobacteria","BRHc20a.","Bacilli","Clostridia","Erysipelotrichia","Negativicutes","Fusobacteriia","BD211.terrestrial.group","Gemmatimonadetes","MD2902B12.","Hydrogenedentia","Kiritimatiellae","Latescibacteria","saltmarshclone.LCP.67.","unculturedAcidobacterium.sp..","unculturedBacteroidetes.bacterium.","unculturedFibrobacteres.bacterium.","unculturedLatescibacteria.bacterium.","unculturedPelobacter.sp..","unculturedbacterium.mle1.16.","unculturedorganism.","unculturedplanctomycete.","unculturedprokaryote.","unculturedsoil.bacterium.PBS.II.5.","unculturedsoil.bacterium.PBS.III.30.","Lentisphaeria","Oligosphaeria","Moduliflexia","P9X2b3D02","Nitrospira","Thermodesulfovibrionia","Omnitrophia","OmnitrophicaWOR_2.bacterium.RIFCSPLOWO2_12_FULL_51_24.","groundwatermetagenome.","mixedculture.isolate.koll11.","unculturedbeta.proteobacterium.","ABY1","Berkelbacteria","CPR2","Gracilibacteria","Microgenomatia","Parcubacteria","Saccharimonadia","WWE3","028H05P.BN.P5.","028H05P.BN.P5","BD711.","BD711","Brocadiae","OM190","Phycisphaerae","Pla3lineage.","Pla3lineage","Pla4lineage.","Pla4lineage","Planctomycetacia","vadinHA49","Alphaproteobacteria","Deltaproteobacteria","Gammaproteobacteria","Brachyspirae","Leptospirae","MVP15.","MVP15","Spirochaetia","V2072189E03.","V2072189E03","Synergistia","Mollicutes","Thermotogae","Verrucomicrobiae","Burkholderialesbacterium.Beta_02.","bacteriumenrichment.culture.clone.Anammox_3.","hydrothermalvent.metagenome.","unculturedsoil.bacterium.","bacteriumenrichment.culture.clone.Anammox_55.","bacteriumenrichment.culture.clone.SRAO_37.","bioreactormetagenome.","uncultureddelta.proteobacterium."
"SRR8301161",0,0,0,0,0,0,0,6,113,0,0,28,0,309,0,3,0,0,0,21,0,0,26,62,15,0,131,91,0,61,0,0,101,0,0,0,0,2,0,59,0,0,0,4,0,2733,77,0,0,0,95,14,0,1271,45,0,0,5,2,2,0,126,3,0,0,21,0,2,0,0,0,3,44,0,0,0,0,0,0,0,18,36,2,0,12,23,2,0,3,0,56,0,9,7,0,6,66,0,0,0,17,0,0,0,2,0,0,0,0,0,0,1595,0,0,0,0,0,0,0,0,0,17,16,7,6,0,0,0,5,0,0,99,142,0,12,6,16,123,0,633,1019,5627,0,64,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0
"SRR8300930",0,0,0,2,4,0,0,5,260,0,0,31,0,729,0,44,0,0,70,8,0,0,22,17,39,0,219,114,2,0,0,0,87,0,0,24,0,0,0,113,0,0,0,12,0,4988,465,0,5,0,2,127,0,934,36,3,5,0,0,2,0,135,15,0,0,10,3,2,0,0,0,45,28,0,0,0,2,0,0,0,13,12,2,0,62,262,17,5,0,0,403,0,10,0,0,0,0,0,0,0,18,0,0,0,13,0,0,0,0,0,0,151,0,0,0,6,0,0,54,0,0,52,89,133,185,14,4,0,9,0,0,155,113,0,0,2,13,158,0,929,953,4400,0,27,0,0,0,0,0,2,2,0,59,0,0,0,0,0,0,0,0
"SRR8300958",0,0,0,0,0,0,0,0,144,0,0,119,0,815,0,0,0,0,2,0,0,0,2,19,2,0,159,287,2,0,0,0,5,0,0,0,0,0,0,96,0,0,0,13,0,7525,170,0,0,0,0,79,0,595,5,0,0,0,6,0,0,16,0,0,0,96,3,0,0,0,0,11,0,0,0,0,0,0,0,0,56,0,15,0,11,83,11,3,27,0,20,0,2,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,840,0,0,0,0,0,0,47,0,0,7,0,19,75,0,0,0,0,0,0,28,131,0,0,0,0,281,0,1591,6637,4606,0,209,0,0,2,0,0,0,0,0,285,0,0,0,0,0,0,0,0
"SRR8301426",0,0,0,4,2,0,0,0,118,0,0,79,0,196,0,81,0,0,4,5,0,0,8,21,73,0,355,123,5,0,0,0,51,0,0,0,0,0,0,14,0,0,0,19,0,4391,347,0,0,0,0,376,0,652,19,0,0,0,5,0,0,115,6,0,0,2,0,0,0,0,0,36,0,0,0,0,4,0,0,0,51,0,0,0,12,125,15,11,2,0,96,0,18,12,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,66,0,0,0,0,0,0,39,0,0,30,68,72,181,0,0,0,3,0,0,33,45,0,0,0,6,86,0,541,1484,3476,0,22,0,0,2,0,0,0,4,0,108,0,0,0,0,0,0,0,0
"SRR8301451",0,0,0,0,0,0,0,0,58,0,0,18,0,260,0,13,0,0,116,8,0,0,5,16,9,0,247,77,0,23,0,0,82,0,0,0,0,0,0,16,0,0,0,0,0,2971,220,0,0,0,0,114,0,521,5,0,0,0,0,2,0,20,0,0,0,20,9,3,0,0,0,4,16,0,0,0,3,0,0,0,42,0,62,0,19,66,8,2,11,0,52,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,11,2,45,58,0,0,0,8,0,0,41,117,0,0,0,10,144,0,766,999,3560,0,37,0,0,3,0,0,0,0,0,157,0,0,0,0,0,0,0,0
"SRR8301053",2,0,0,0,0,0,0,0,133,0,0,58,0,230,0,5,0,0,0,0,0,0,3,20,5,0,41,29,0,0,0,0,23,0,0,0,0,4,0,24,0,0,0,21,0,5264,34,121,0,0,0,70,0,16,31,0,0,0,0,3,0,28,0,0,0,76,0,2,0,0,0,11,29,0,0,0,2,0,0,0,51,0,0,0,0,23,0,2,0,0,69,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,4,0,0,0,0,2,0,0,24,0,44,0,0,0,0,18,0,0,81,60,0,0,0,2,78,5,611,1390,5645,0,322,0,0,7,0,0,0,0,0,242,0,0,0,0,0,0,0,0
"SRR8301622",0,0,3,6,0,0,0,0,202,0,0,66,0,88,0,10,0,0,27,7,0,0,16,14,17,0,267,464,0,0,0,0,20,0,0,0,0,2,0,20,0,0,0,0,0,6668,503,22,0,2,0,7,0,437,47,0,0,0,0,0,0,72,0,0,0,45,0,8,0,0,0,3,84,0,2,0,6,0,0,0,34,0,9,0,16,122,3,6,8,0,231,0,14,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,14,0,0,16,3,309,33,0,22,0,5,0,2,135,179,0,0,0,0,149,2,1314,2933,7327,0,182,0,0,26,0,0,2,0,0,287,0,0,0,0,0,0,0,0
"SRR8298194",0,0,0,2,0,0,0,0,16,0,0,29,0,15,0,21,0,0,0,0,0,0,0,19,0,0,58,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8939,155,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,9,0,6,0,29,0,0,0,20,0,0,0,0,0,0,0,0,147,0,4,0,66,87,9,18,33,0,61,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,220,0,170,184,0,0,0,0,0,0,0,0,0,0,0,0,45,0,696,2362,10047,0,60,0,0,2,0,0,2,2,0,186,0,0,0,0,0,0,0,0
"SRR8301342",0,0,0,3,2,0,0,16,189,0,0,41,0,608,2,7,0,0,0,18,2,0,29,58,42,0,227,70,0,0,0,0,98,0,0,2,0,7,0,54,0,0,12,12,0,12150,353,2,0,0,30,36,0,992,30,3,12,5,2,15,0,82,0,0,0,3,0,11,0,0,0,5,27,0,2,0,6,0,0,0,68,18,0,0,14,150,11,0,3,0,96,0,38,34,16,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,239,0,0,0,0,0,0,33,0,0,69,145,118,74,0,0,0,4,2,0,63,80,0,7,0,9,110,0,1005,1042,4834,0,61,0,0,4,0,2,2,0,0,59,0,0,0,0,0,0,0,0
"SRR8301820",0,0,0,0,0,0,0,12,186,0,0,7,0,0,0,62,0,0,0,0,0,0,0,0,0,0,28,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6736,278,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,51,0,0,0,0,0,0,0,224,0,8,0,11,65,0,7,28,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,32,0,90,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,484,255,4194,0,0,0,0,114,0,0,0,0,0,80,0,0,0,0,0,0,0,0
"SRR8301753",0,0,0,12,0,0,0,0,87,0,0,25,0,94,0,7,0,0,15,0,0,0,12,56,11,0,240,201,3,0,0,0,60,0,0,0,0,5,0,14,0,0,0,0,0,7550,137,0,0,0,0,21,0,259,0,0,0,0,0,0,0,46,4,0,0,4,0,2,0,0,0,5,4,0,0,0,0,0,0,0,272,0,0,0,76,148,5,7,20,0,76,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,218,2,18,12,0,2,0,0,0,0,30,3,0,0,0,0,48,0,1503,2550,6225,0,118,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0
"SRR8301231",0,0,0,0,0,0,0,9,203,0,0,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,12,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8121,292,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,49,0,0,0,0,0,0,0,191,0,5,0,9,25,2,2,24,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,49,0,93,12,0,0,0,0,0,0,0,2,0,0,0,0,6,0,302,257,3584,0,0,0,0,98,0,0,0,0,0,99,0,0,0,0,0,0,0,0
"SRR8301575",0,0,0,0,0,0,0,13,256,0,0,8,0,8,0,5,0,0,0,0,0,0,36,4,46,0,398,502,2,0,0,0,61,0,0,0,0,0,0,36,0,0,0,0,0,12664,1307,0,0,0,0,4,0,2018,125,0,11,0,4,0,0,109,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,25,19,0,0,82,136,18,10,0,0,99,0,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,30,0,0,38,11,74,7,7,0,0,0,0,0,0,23,0,0,0,0,570,0,3051,629,3445,0,31,0,0,7,0,0,2,0,0,96,0,0,0,0,0,0,0,0
"SRR8301490",0,0,0,0,0,0,0,0,84,0,0,113,0,0,0,86,0,0,5,0,0,0,63,96,58,0,138,329,3,0,0,0,13,0,0,0,0,0,0,47,0,0,0,50,0,6251,613,0,2,0,0,27,0,962,4,0,0,0,0,0,0,28,2,0,0,2,0,9,0,0,0,4,12,0,0,0,0,0,0,0,25,0,0,0,69,110,8,15,34,0,8,0,43,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,54,2,0,20,0,0,0,0,0,0,35,26,0,0,0,0,122,0,1578,718,6378,0,21,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0
"SRR8298185",0,0,0,8,0,0,0,4,116,0,0,32,0,223,4,0,0,0,49,0,0,0,17,12,2,0,188,165,0,0,0,0,30,0,0,0,0,5,0,52,0,0,0,3,0,7781,540,27,0,0,0,127,0,450,36,0,0,0,2,0,0,53,4,0,0,38,206,0,0,0,0,9,42,0,0,0,0,0,0,0,132,0,19,0,43,134,4,19,10,0,85,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,66,3,92,3,0,0,0,0,0,0,83,53,0,0,0,0,169,0,1303,3956,7044,0,42,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0
"SRR8301510",0,0,0,0,0,0,0,0,297,0,0,37,0,714,0,35,0,0,235,72,0,0,104,111,133,0,463,47,0,0,0,0,32,0,0,2,0,2,0,143,0,0,0,0,0,6780,399,5,2,0,19,0,0,1317,68,0,0,0,0,7,0,131,6,0,0,20,0,0,0,0,0,0,30,0,4,0,0,0,0,3,32,26,4,0,7,51,2,8,29,0,14,0,52,35,0,0,35,0,0,0,0,0,0,0,28,0,0,0,0,0,0,61,0,0,0,0,0,0,12,0,0,506,6,29,41,0,2,0,3,0,11,144,251,0,0,11,22,106,0,1945,1631,6187,0,89,0,0,12,0,0,0,0,0,154,0,0,0,0,0,0,0,0
"SRR8298209",0,0,0,3,0,0,0,27,762,0,0,98,0,970,0,44,0,0,10,18,0,0,49,5,5,0,258,69,2,0,0,0,26,0,0,1,0,0,0,22,0,0,0,0,0,6295,499,6,0,0,0,2,0,377,22,0,0,0,0,2,0,76,2,0,0,6,0,0,0,0,0,40,26,0,7,6,77,3,0,2,20,2,10,0,20,53,12,0,7,0,84,0,11,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,429,0,155,0,5,0,0,685,0,0,90,19,219,180,0,0,0,19,0,0,103,221,0,0,0,3,107,24,514,832,2972,0,23,0,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0
"SRR8298111",0,0,0,3,0,0,0,0,71,0,0,12,0,195,0,9,0,0,4,0,0,0,13,26,17,0,404,92,0,0,0,0,173,0,0,14,0,0,0,63,0,0,0,0,0,7495,202,0,0,0,0,55,0,272,58,2,0,0,4,4,0,80,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,6,9,0,0,73,1538,16,16,9,0,33,0,6,0,0,0,8,0,0,0,6,0,0,0,5,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,8,0,2,86,0,0,0,0,0,0,20,29,0,0,0,2,80,0,722,175,5589,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0
"SRR8301670",0,0,0,0,0,0,0,0,212,0,0,58,0,287,0,0,0,0,13,0,0,0,7,111,6,0,162,176,0,0,0,0,54,0,0,0,0,0,0,17,0,0,0,4,0,6650,152,9,0,0,0,58,0,321,119,0,0,0,0,0,0,11,2,2,0,52,4,7,0,0,0,0,0,0,0,0,0,0,0,0,375,0,4,0,98,181,14,17,32,0,99,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,0,0,0,0,0,0,4,0,0,32,9,36,2,0,15,0,0,0,0,86,135,0,0,0,0,157,0,1709,2852,10297,0,314,0,0,9,0,0,4,0,0,467,0,0,0,0,0,0,0,0
"SRR8301416",0,0,0,2,0,0,0,0,35,0,0,34,0,139,0,4,0,0,0,0,0,0,0,11,0,0,20,56,0,0,0,0,6,0,0,0,0,0,0,48,0,0,0,7,0,4363,363,0,0,0,0,72,0,244,4,0,0,0,0,0,0,17,0,0,0,41,0,17,0,0,0,0,0,0,6,0,4,0,0,0,72,0,7,0,4,25,0,0,5,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,2,14,2,0,0,0,0,0,0,0,28,44,0,0,0,0,59,0,762,3355,4451,0,57,0,0,4,0,0,0,0,0,146,0,0,0,0,0,0,0,0
"SRR8301314",0,0,0,8,0,0,0,4,145,0,0,35,0,145,0,77,0,0,2,6,0,0,10,19,27,0,418,578,8,2,0,0,70,0,0,0,0,0,0,93,0,0,3,16,0,4443,556,0,0,0,0,36,0,1576,26,0,8,2,2,5,0,173,4,0,0,6,0,0,0,0,0,3,12,0,0,0,0,0,0,0,5,6,0,0,33,232,13,18,0,0,95,0,9,20,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,85,0,0,0,0,0,0,17,0,0,33,26,310,194,4,0,0,0,0,0,48,74,0,0,0,2,92,0,868,533,4322,0,18,0,0,11,0,0,3,0,0,87,0,0,0,0,0,0,0,0
"SRR8301718",0,0,0,0,0,0,0,0,50,0,0,38,0,147,0,8,0,0,5,0,0,0,4,36,3,0,129,140,0,0,0,0,55,0,0,0,0,19,0,26,0,0,0,10,0,2298,132,41,63,0,0,60,0,223,16,0,0,0,0,6,0,12,0,0,0,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,10,49,4,0,0,0,79,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,25,0,50,11,0,0,0,4,0,0,80,62,0,0,0,0,100,0,1383,3750,4297,0,80,0,0,5,0,0,0,0,0,242,0,0,0,0,0,0,0,0
"SRR8301488",0,0,0,2,2,0,0,0,13,0,0,10,0,129,0,27,0,0,0,0,0,0,0,0,0,0,162,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9166,38,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,142,0,0,0,145,98,9,22,6,0,60,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,342,138,7901,0,0,0,0,2,0,3,0,5,0,130,0,0,0,0,0,0,0,0
"SRR8298156",0,0,0,0,0,0,0,0,102,0,0,49,0,237,13,46,0,0,28,3,0,0,6,18,11,0,62,105,0,0,0,0,33,0,0,0,0,0,0,38,0,0,0,11,0,4377,140,0,0,0,0,4,0,616,31,0,0,0,0,2,0,43,0,0,0,34,2,7,0,0,0,4,39,0,0,5,3,4,0,0,167,21,169,0,40,108,6,0,18,0,30,0,11,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,6,0,0,13,9,67,14,0,2,0,0,0,0,45,46,0,0,0,2,79,10,487,1584,3209,0,75,0,0,9,0,0,0,0,0,211,0,0,0,0,0,0,0,0
"SRR8298161",0,0,0,0,4,0,0,0,146,0,0,24,105,79,0,15,0,0,0,0,0,0,27,27,41,0,257,535,5,0,0,0,90,0,9,0,0,0,0,0,0,0,0,2,0,4700,86,0,0,5,11,105,4,442,32,0,0,0,4,0,0,36,2,0,0,7,0,2,0,0,0,28,0,0,0,34,5,0,0,0,37,0,0,0,105,309,72,16,22,0,220,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,0,7,0,0,58,13,3,103,0,0,0,2,0,2,22,10,0,0,0,0,149,5,3099,1601,8497,0,113,2,4,7,0,0,11,0,0,265,0,0,0,0,0,0,0,0
"SRR8300980",0,0,0,0,0,0,0,0,96,0,0,44,0,119,0,33,0,0,28,6,0,0,7,20,3,0,112,78,0,0,0,0,114,0,0,0,0,0,0,4,0,0,0,2,0,4671,56,0,0,0,0,62,0,40,11,0,0,0,5,4,0,0,0,0,0,6,19,9,0,0,0,22,3,0,0,0,0,0,0,0,69,0,20,0,21,125,8,0,0,0,37,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,4,0,0,14,0,34,24,0,0,0,4,0,0,23,77,0,0,2,0,213,0,889,1058,5801,0,13,0,0,4,0,0,0,8,0,267,0,0,0,0,0,0,0,0
"SRR8301736",0,0,0,0,0,0,0,2,20,0,0,56,0,0,0,1337,0,0,0,0,0,0,0,0,0,0,14,69,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2435,0,0,0,0,0,11,0,10,2,0,0,0,0,0,0,0,0,0,0,157,0,41,0,0,0,21,0,0,0,0,0,0,0,0,262,0,42,0,48,67,6,14,13,0,49,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,33,0,0,0,0,0,0,0,8,2,0,0,0,0,11,0,260,789,7266,0,0,0,0,20,0,0,0,0,0,256,0,0,0,0,0,0,0,0
"SRR8301179",0,0,0,11,0,0,0,0,195,0,0,18,0,41,0,0,0,0,9,0,0,0,9,181,20,0,536,515,3,0,0,0,73,0,0,0,0,0,0,17,0,0,0,0,0,7199,2,0,0,0,0,127,0,350,6,0,0,0,5,0,0,0,2,0,0,73,0,7,0,0,0,5,18,0,0,0,4,0,0,0,30,0,0,0,103,453,26,19,42,0,342,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,18,0,0,87,0,10,50,0,0,0,0,0,0,27,51,0,0,0,0,116,0,1949,1440,12383,0,70,0,0,0,0,0,0,2,0,194,0,0,0,0,0,0,0,0
"SRR8300946",0,0,0,0,0,0,0,5,168,0,0,39,0,655,7,0,0,0,72,12,0,0,7,32,10,0,233,52,0,0,0,0,26,0,0,38,0,0,0,45,0,0,0,7,0,5310,168,0,0,0,67,102,0,295,49,0,0,0,4,4,0,23,0,0,0,94,0,12,0,0,0,12,7,0,0,0,11,0,0,0,314,24,6,0,12,85,6,3,47,0,54,0,16,0,0,0,2,0,5,0,6,0,0,0,0,0,0,0,0,0,0,1115,0,4,0,10,0,0,79,0,0,58,2,214,22,0,5,0,43,0,0,174,210,0,0,0,11,206,2,893,1133,4234,0,223,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0
"SRR8301546",0,0,0,0,0,0,0,23,263,0,0,40,0,52,0,0,0,0,17,0,0,0,7,7,3,0,54,56,0,0,0,0,47,0,0,0,0,0,0,16,0,0,0,0,0,4320,86,0,0,0,0,33,0,350,10,0,0,0,0,4,0,40,6,0,0,36,11,6,0,0,0,15,175,0,12,0,0,0,0,0,162,11,216,0,10,50,0,5,24,0,46,0,17,22,0,0,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,53,0,2,0,0,0,0,174,0,0,65,0,366,78,0,0,0,26,0,0,108,140,0,0,0,0,57,6,1037,2396,5041,0,17,0,0,14,0,0,0,2,0,257,0,0,0,0,0,0,0,0
"SRR8298168",0,0,0,8,0,0,0,6,432,43,0,40,0,365,0,21,0,0,74,106,0,0,52,62,200,0,1682,178,7,0,0,0,429,0,0,12,0,14,0,108,0,0,0,0,0,1941,50,0,0,0,725,137,0,1202,70,4,2,5,194,19,0,138,6,0,0,76,5,2,0,0,11,69,0,0,0,3,19,0,0,0,61,16,4,0,43,181,20,2,6,0,492,0,4,51,0,0,4,0,0,0,6,0,0,0,6,0,0,0,0,0,0,414,0,3,0,6,0,0,43,0,0,37,62,80,129,0,0,0,3,0,0,200,157,0,18,0,7,279,0,1525,1256,4539,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
"SRR8301114",2,0,0,0,0,0,0,0,275,0,0,123,0,289,0,2,0,0,18,0,0,0,4,18,5,0,115,130,0,0,0,0,84,0,0,0,0,6,0,48,0,0,0,20,0,5840,237,0,0,0,0,53,0,151,24,0,0,0,2,4,0,37,2,0,0,58,4,3,0,0,0,0,0,0,6,0,6,0,0,0,38,0,0,0,0,36,9,0,5,0,42,0,24,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,21,0,0,3,0,24,0,0,27,0,18,0,0,95,177,0,0,0,0,265,0,938,2565,3191,0,32,0,0,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0
"SRR8298228",0,0,0,2,0,0,0,0,73,0,0,23,0,264,0,13,0,0,4,4,0,0,17,39,46,0,529,179,0,0,0,0,255,0,0,75,0,0,0,94,0,0,0,0,4,10140,289,0,0,0,0,61,0,485,81,4,2,0,5,7,0,105,0,0,0,3,0,0,0,0,0,0,24,0,2,2,4,0,0,0,5,10,0,0,92,2151,22,37,8,0,40,0,5,4,0,0,10,0,0,0,6,0,0,0,4,0,0,0,0,0,0,101,0,0,0,0,0,0,4,0,0,12,0,16,132,0,0,0,0,0,0,41,53,0,0,0,4,146,0,1123,361,7815,0,3,0,0,0,0,0,2,0,0,55,0,0,0,0,0,0,0,0
"SRR8301162",0,0,0,0,0,0,0,11,129,0,0,31,0,261,0,8,0,0,0,17,0,0,18,46,13,0,124,95,2,57,0,0,107,0,0,0,0,2,0,47,0,0,0,3,0,3137,89,8,0,0,110,17,0,1270,42,2,0,2,3,4,0,90,0,0,0,25,0,4,0,0,0,5,52,0,0,0,2,0,0,0,50,32,2,0,16,30,4,0,2,0,91,0,9,9,0,17,64,0,0,0,17,0,0,0,2,0,0,0,0,0,0,1187,0,0,0,0,0,0,6,0,0,27,16,11,7,0,0,0,5,7,0,134,152,2,9,8,19,112,0,691,1054,5862,0,84,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
"SRR8301199",0,0,0,0,0,0,0,0,95,0,0,80,0,78,0,0,0,0,5,0,0,0,76,123,4,0,910,1039,17,0,0,0,0,0,0,0,0,0,0,41,0,0,0,13,0,2698,8,0,0,0,0,99,0,1104,9,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,13,0,0,4,6,0,0,0,0,3,0,0,0,61,824,53,25,6,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,13,251,0,0,0,0,0,0,20,0,0,0,0,0,215,0,1955,515,6662,0,4,0,0,0,0,0,0,3,0,47,0,0,0,0,0,0,0,0
"SRR8301609",0,0,0,2,0,0,0,0,225,0,0,59,0,624,10,6,0,0,73,13,0,0,15,22,8,0,266,55,0,0,0,0,31,0,0,55,0,0,0,43,0,0,0,8,0,5795,206,0,0,0,69,85,0,346,57,2,0,0,0,2,0,39,3,0,0,90,0,7,0,0,0,8,2,0,0,0,5,4,0,0,213,39,13,0,24,83,7,2,30,0,70,0,15,0,0,0,4,0,4,0,5,0,0,0,0,0,0,0,0,0,0,1109,0,6,0,4,0,0,54,0,0,38,0,162,23,0,3,0,29,0,0,202,233,0,0,4,2,181,6,1064,1282,5228,0,232,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0
"SRR8301438",0,0,0,0,0,0,0,0,229,0,0,238,0,104,0,195,0,0,0,0,0,0,27,87,6,0,637,1356,0,0,0,0,60,0,0,0,0,0,0,133,0,0,0,57,0,5582,12,0,0,0,0,0,0,1349,120,0,0,0,0,0,0,0,2,0,0,23,0,4,0,0,0,10,4,0,11,0,3,0,0,0,86,0,217,0,118,94,11,3,111,0,251,0,4,0,0,0,96,0,0,0,30,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,65,0,0,30,0,93,1041,0,0,0,0,0,0,62,168,0,0,0,0,241,27,1024,1396,6907,0,102,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0
